Emails,Labels
"

11481001022_MATH F211 » Forums » Announcements » Instructions for Test-II
Picture of Krishnendra Shekhawat . 	
Instructions for Test-II
  	

 Dear Student

The following Instructions will be followed strictly. Please read them carefully.


Instructions for Test-II

Test-II for MATH F211 is scheduled on 12.10.20. It will be conducted through Google classroom. You must have received an Invitation for Test-II on your registered BITS e-mail i.d. from your Lecture Instructor. Accept it as soon as possible. If not, then please contact your Instructor.

 

The Question paper for the Test-II can be downloaded by Clicking on the Tab Stream. The same would be visible under the Tab Classwork (MathIII Test2).

 

Test-II will be subjective and you need to solve it on white sheets. Once you are ready with your solutions, first upload them as one file on the Tab Classwork (MathIII Test2) on your registered Classroom by clicking on + Add or create button and then click on Turn in. If you forget to turn in, then it will not be considered for evaluation. The file to be uploaded should be of pdf format and name it by BITS i.d.

 


 

Late submission is not allowed. If for genuine reasons, you won’t be able to upload your answer sheet, then within the time limit, it needs to be mailed to your Instructor, who will confirm the receiving of your file through Google Meet. Mail sent to any other Instructor will not be considered. Even after sending the mail, you must submit your file to Google Classroom by 2 p.m., 12.10.20. Under unavoidable circumstances, late submission will be considered till 1.48 p.m. but with a penalty of 5 marks. Submissions after 1.48 p.m. won’t be considered.

 

 

The attendance for Test-II will be taken through Google meet. On 12.10.20, you need to attend your class in your registered section only. It is mandatory to keep your camera on and mike off. In the chat box of Google meet, you must write your name and I.D. Do not write anything else in the chat box of Google meet and Google Classroom.

 

At the top of all pages of answer sheets, it is mandatory to mention your name and I.D. If on any page, name and i.d. is missing, it will not be checked.

Mobile Phones can only be used for scanning and uploading purposes. Don’t use it for messages and phone calls.

See this post in context
Change your forum digest preferences


",Academics
"

Dear All

Please note there are minor issues with the correct answers in Objective quiz 2.

These are related to force exerted by water on the blade and vice versa.

I will update the answers shortly. 

This mail is to inform you that your marks in Objective quiz 2 may increase or decrease.

I will update you all very soon.

Thanks




    Dear All

    Please find your marks till quiz 2 in the attached file.

    As a reminder, we will be conducting test 2 tomorrow during class hours. 

    -- 
    Dr. Shyam Sunder Yadav
    Assistant Professor
    Mechanical Engineering
    BITS Pilani
    09902346342



-- 
Dr. Shyam Sunder Yadav
Assistant Professor
Mechanical Engineering
BITS Pilani
09902346342


",Academics
"

Classroom
Hi ASWIN,
		
Announcement
	
Dear All,

Math III TEST-2 shall be submitted in this classroom (class work tab then in Math III TEST-2) for registered students of Section 8.

No separate invitation will be sent of Test-2 to section 8 students.
OPEN
If you don't want to receive emails from Classroom, you can unsubscribe.
Google logo
Google LLC
1600 Amphitheatre Pkwy
Mountain View, CA 94043 USA


",Academics
"

Dear All ,

There will be no class today . instead i will take the class tomm at 8am instead of tut class. i will send the link for tomm class


    With best wishes



-- 


Sharad Shrivastava
Assistant Professor
Mechanical Engineering Department
Nucleus Member, AGSRD,
Doctoral Research committee convenor
Birla Institute of Technology and Science (BITS), Pilani
Pilani, Rajasthan
India 333031

 


",Academics
"

Classroom
Hi ASWIN,
Kumar Sankar Bhattacharya posted a new announcement in Critical Analysis of Literature and Cinema Lecture 1.
		
Announcement
	
We will not have classes as per the AUGSD email from 21st till 24th October. While you enjoy this short break, you can watch the movies we will take up in the course. The first one is attached herewith. I will upload the others also as soon as I can. Good Luck!
OPEN
If you don't want to receive emails from Classroom, you can unsubscribe.
Google logo
Google LLC
1600 Amphitheatre Pkwy
Mountain View, CA 94043 USA


",Academics
"

1148_MATERIALS SCIENCE & ENGG (ME F216/MF F216/ME F213/MF F213) » Forums » Announcements » Topic for next class i.e on 16th Oct, 2020
Picture of Faizan Mohammad Rashid . 	
Topic for next class i.e on 16th Oct, 2020
  	

Hello All,

See this post in context
Change your forum digest preferences


",Academics
"

Classroom
Hi ASWIN,
Kumar Sankar Bhattacharya posted a new announcement in Critical Analysis of Literature and Cinema Lecture 1.
		
Announcement
	
Siddhartha - the novel. There are few translations of this novel. We will follow this one in the class. Happy Reading!
OPEN
If you don't want to receive emails from Classroom, you can unsubscribe.
Google logo
Google LLC
1600 Amphitheatre Pkwy
Mountain View, CA 94043 USA


",Academics
"

Picture of Jitender Kumar . 	
  	

Dear students of Section 1 (MATH F211),

Today lecture class of MATH F211 is cancelled. Compensatory class will be announced later on.



See this post in context
Change your forum digest preferences


",Academics
"

Dear Students,

Kindly note the following regarding Test 2, which will be conducted on Canvas on Monday, 19 Oct during class hours.

    The syllabus includes Chapter 10 (Vapor and Combine Power Cycles) and Chapter 11 (Refrigeration Cycles) covered in the class until Wednesday, 14 Oct (including 14 Oct).
    There are 16 questions (4 MCQs and 12 numericals) and the total time is 33 minutes. 
    There is no negative marking.
    Keep your calculators and prescribed thermodynamic tables with you.
    Carefully read any specific instructions given in each question.

Best of luck!

Aakash
View announcement  |  Update your notification settings


",Academics
"

11481002396_ME F217 » Forums » Announcements » Test 2 Details
Picture of Aakash Chand Rai . 	
Test 2 Details
  	

Dear Students,

Kindly note the following regarding Test 2, which will be conducted on Canvas on Monday, 19 Oct during class hours.

    The syllabus includes Chapter 10 (Vapor and Combine Power Cycles) and Chapter 11 (Refrigeration Cycles) covered in the class until Wednesday, 14 Oct (including 14 Oct).
    There are 16 questions (4 MCQs and 12 numericals) and the total time is 33 minutes. 
    There is no negative marking.
    Keep your calculators and prescribed thermodynamic tables with you.
    Carefully read any specific instructions given in each question.

Best of luck!

Aakash
See this post in context
Change your forum digest preferences


",Academics
"

Dear Students,

Tomm i will take lecture instead of tut class, All are requested to join the class at 8.00am .The invitation is send to you

-- 


Sharad Shrivastava
Assistant Professor
Mechanical Engineering Department
Nucleus Member, AGSRD,
Doctoral Research committee convenor
Birla Institute of Technology and Science (BITS), Pilani
Pilani, Rajasthan
India 333031

 


",Academics
"

11481001082_ME F212 » Forums » Announcements » Recording and class notes_27/10/2020
Picture of Saket Verma 	
Recording and class notes_27/10/2020
  	
PDF document 1. Pi theorem_notes.pdf

Dear Students,

Please find recorded lecture and class notes on the topic dimensional analysis for 27/10/2020.


Best wishes
See this post in context
Change your forum digest preferences


",Academics
"

11481002396_ME F217 » Forums » Announcements » Reg. Class cancellation(28/10/2020) and few other important points
Picture of A R Harikrishnan . 	
Reg. Class cancellation(28/10/2020) and few other important points
  	

Dear all,


Today's(28/10/2020) lecture class is cancelled. Please use the old google meet link (given below) for the upcoming lecture class from Friday onwards.


The mid-semester grading has been calculated based on Test1, Test2, lab experiment record marks(for exp.1 and exp.2) and best 1 out of 3 lab quizzes(total of 80 marks).

There will not be any lab quiz tomorrow. Instead there will be a lab quiz(Lab Quiz 4) next week(on 4th Nov.). 

Even after repeated warning, some of you are trying to submit the lab records through email. All the problems and error in uploading are due to last minute rush even after providing enough time to submit the lab records. This is strictly discouraged.


Best regards,

Harikrishnan


See this post in context
Change your forum digest preferences


",Academics
"

1148_MATERIALS SCIENCE & ENGG (ME F216/MF F216/ME F213/MF F213) » Forums » Announcements » Plan for Today, 28th Oct, 2020
Picture of Faizan Mohammad Rashid . 	
Plan for Today, 28th Oct, 2020
  	

Hello Everyone,


Thanks

Faizan Mohammad Rashid
See this post in context
Change your forum digest preferences


",Academics
"

Classroom
Hi ASWIN,
Kumar Sankar Bhattacharya posted a new announcement in Critical Analysis of Literature and Cinema Lecture 1.
		
Announcement
	
Class Lecture Slides
OPEN
If you don't want to receive emails from Classroom, you can unsubscribe.
Google logo
Google LLC
1600 Amphitheatre Pkwy
Mountain View, CA 94043 USA


",Academics
"

Classroom
Hi ASWIN,
Kumar Sankar Bhattacharya posted a new announcement in Critical Analysis of Literature and Cinema Lecture 1.
		
Announcement
	
Class Lecture Slides
OPEN
If you don't want to receive emails from Classroom, you can unsubscribe.
Google logo
Google LLC
1600 Amphitheatre Pkwy
Mountain View, CA 94043 USA


",Academics
"

11481001082_ME F212 » Forums » Announcements » Recording and class notes_29/10/2020
Picture of Saket Verma 	
Recording and class notes_29/10/2020
  	
PDF document 2. Non-dimensionalization of equations.pdf

Dear students,

Please find below the recorded lecture and notes for class held on 29/10/2020.




Best wishes
See this post in context
Change your forum digest preferences


",Academics
